latitude,longitude,heat
9.9441,-84.3253,1
9.9405,-84.1507,29
9.9859,-84.2201,8
10.4709,-84.6453,1
13.6731,-89.2408,18
13.7417,-89.0564,4
13.5000,-88.5333,1
13.3500,-88.4500,7
13.7333,-88.9667,1
13.9942,-89.5597,23
-36.7167,-56.6667,17
-36.6973,-56.6829,7
-36.6667,-56.6667,5
-19.9406,-42.1033,1
18.5333,-70.1000,1
18.5000,-70.3333,1
18.4833,-71.5000,1
19.3333,-70.7833,1
18.5167,-69.8500,1
19.3667,-70.3500,2
18.8775,-71.7028,2
18.6833,-69.0167,1
19.0167,-70.0000,1
18.1167,-68.7167,5
19.3167,-69.5333,3
19.5833,-71.0000,1
-22.7986,-43.3609,4
-42.4636,-73.8083,10
-45.4000,-72.7000,5
-41.8697,-73.8203,16
-39.2667,-71.9667,11
-39.3667,-72.6333,9
-45.5667,-72.0667,16
-40.9167,-73.1667,4
-41.2586,-73.0034,6
-41.1205,-73.0586,5
-40.7833,-73.2333,5
-38.5000,-72.0000,1
-43.0992,-73.5961,5
-40.3167,-72.9667,12
-39.8500,-72.8333,2
-38.2500,-72.6833,12
-38.5167,-72.4500,21
-37.8000,-72.7167,29
-37.9500,-72.4333,2
-39.5167,-72.9667,3
-36.8390,-73.1003,11
-36.7333,-72.9833,7
-37.0167,-73.1333,49
-36.6167,-72.9500,14
-37.2500,-73.3167,13
-37.0833,-73.1667,20
-37.4667,-73.3500,6
-32.1833,-64.1000,19
10.1010,-84.3908,23
10.1896,-84.3796,6
-33.7693,-69.0445,1
10.6353,-61.3547,15
-36.1500,-63.8333,4
3.8653,-67.9239,34
-34.7000,-58.4333,12
-34.9667,-67.7000,19
4.6770,-74.0692,1
40.7515,-73.9905,1
29.2753,47.9900,1
29.1458,48.0947,2
29.2775,47.9586,1
29.2393,48.0886,2
-24.9333,-64.2167,6
-25.3833,-64.6333,4
-36.5167,-64.0167,1
-37.7741,-67.7164,3
-38.8167,-62.6833,4
-28.7500,-58.6500,1
-27.6500,-67.0333,2
-30.7833,-57.9167,1
-35.3583,-57.2583,5
-30.2167,-61.8833,2
-37.3667,-63.7667,5
-29.4667,-60.2167,8
-38.0667,-70.6167,2
-22.3655,-63.4976,5
-27.5167,-55.1667,1
-30.0167,-61.5833,1
-34.0000,-61.6000,2
-32.1833,-60.2000,5
-39.3167,-65.7667,3
-39.4000,-65.7000,2
-39.0667,-66.5333,1
-35.4281,-60.1742,3
-8.8724,-35.1743,4
-22.1212,-43.0662,1
-23.1299,-46.1465,4
-22.6167,-44.0500,1
-19.8880,-43.8100,8
-9.4925,-36.3504,1
-14.6761,-39.6907,2
-16.8316,-50.2427,4
-17.4515,-48.5710,1
-11.7650,-43.9938,1
-27.5898,-51.0402,1
-22.1520,-42.1883,4
-22.9500,-44.4333,1
-10.5218,-37.3783,2
-21.8867,-46.3592,5
-22.0073,-46.1247,3
-26.4813,-53.5628,2
-21.6333,-46.5167,1
-27.9314,-51.8205,5
-9.4089,-36.0783,1
-8.3339,-36.4204,2
-9.3975,-35.5654,1
-9.1035,-35.7374,5
-9.4294,-35.5898,1
-9.3934,-36.1239,1
-10.3739,-36.4190,3
-9.2923,-36.4979,2
-23.9510,-48.6752,1
-21.5541,-49.7626,3
-22.0152,-51.7010,12
-23.2815,-45.7122,1
-22.7640,-46.4371,5
-21.7421,-48.6459,4
-21.8620,-49.8496,3
-23.0420,-47.7143,27
-20.2833,-48.7167,1
-23.8478,-46.9393,5
-18.9671,-46.6578,1
-20.3967,-48.0566,4
-30.7621,-54.1775,3
-7.3758,-35.0707,6
-20.2287,-41.9427,2
-21.3482,-44.7239,1
-21.4959,-44.6104,3
-12.4124,-43.9282,2
-22.3556,-45.7945,4
-22.4504,-45.7798,6
-17.7354,-49.1082,1
-9.6465,-36.1413,4
-9.6749,-36.3379,2
-19.9268,-41.4484,9
-19.7572,-41.7680,8
-22.4929,-48.7109,6
-22.5978,-45.1658,4
-8.7833,-38.9667,1
-9.3677,-39.0411,1
-8.8096,-39.2706,2
-7.8401,-39.4081,1
-8.4265,-38.7652,1
-9.1346,-39.6685,1
-30.2121,-51.7305,4
-29.8333,-51.1500,4
-4.3781,-44.3429,6
-4.5827,-44.5992,4
-16.8330,-49.5308,4
-17.3902,-40.2757,4
-18.0137,-40.5253,1
-17.7557,-39.9737,1
-27.9468,-48.7406,4
-20.8413,-44.2811,1
-21.1789,-43.9571,5
-20.7697,-44.5744,1
-18.9919,-39.9752,5
-30.0719,-52.1200,4
-20.5929,-46.9176,7
-21.0308,-41.9380,8
-20.8984,-41.8198,2
-20.8124,-41.3954,5
-20.6661,-42.5111,1
-20.9294,-41.8694,1
-23.0820,-49.6037,3
-20.5930,-49.4843,3
-22.1501,-50.0968,3
-22.7400,-45.0321,3
-23.2674,-47.2943,2
-21.9644,-43.4593,2
-20.0245,-41.7633,2
-20.2489,-43.7982,1
-20.0766,-44.5749,1
-21.7010,-42.9593,4
-6.9449,-38.6990,2
-7.9309,-37.9208,1
-7.4872,-34.9183,5
-15.2017,-56.3661,1
-19.8368,-42.6882,3
-19.6924,-42.6272,1
-13.5270,-56.8506,3
-20.0350,-50.7178,2
-20.2091,-50.6609,1
-18.9078,-43.9270,1
-7.4954,-42.4936,1
-22.7832,-47.2923,1
-20.2930,-48.7233,1
-20.0692,-48.6752,10
-18.5462,-47.8513,1
-18.7000,-48.3667,1
-22.3567,-46.1495,1
-22.3159,-46.3250,1
-20.9547,-41.1910,3
-28.1047,-51.8028,2
-19.5918,-48.3589,1
-19.6926,-48.6566,1
-23.8097,-53.0843,9
-17.1629,-42.3772,1
-19.0993,-44.1646,1
-5.8002,-35.2107,9
-22.8820,-43.4668,1
-22.9000,-43.5785,6
-16.9125,-49.4505,1
-23.3548,-52.5207,2
-20.4333,-41.0167,1
-16.0772,-47.9264,1
-24.5750,-53.3786,1
-20.0500,-44.2833,1
-6.2698,-35.1826,3
-10.6793,-37.1682,1
-7.3833,-35.6500,1
-19.4180,-41.4028,1
-18.8623,-42.4003,1
-8.0530,-36.5710,1
-15.0201,-55.5373,2
-30.2042,-50.9222,1
-19.5437,-46.6173,4
-19.1989,-46.2921,4
-18.8573,-45.8405,1
-19.0307,-46.0958,2
-6.4000,-41.7500,2
-1.8736,-48.4494,1
-7.7540,-55.5134,2
-20.9074,-49.2549,8
-7.4138,-34.8369,1
-7.4482,-35.2371,1
-7.3500,-35.2209,2
-7.2574,-35.2697,2
-17.6437,-41.8326,2
-14.2705,-39.3808,3
-14.3317,-39.5099,2
-17.0485,-40.9727,4
-19.7253,-40.4376,7
-5.1250,-39.7303,13
-21.7622,-43.3481,3
-14.8462,-40.1783,1
-5.3500,-42.3500,1
-1.2834,-59.9832,7
-3.5091,-40.3665,2
-22.8826,-43.5599,1
-12.8167,-38.2667,1
-20.3167,-43.7167,1
-22.9330,-45.2998,4
-27.6333,-48.6500,1
-22.7308,-45.1100,2
-4.1474,-39.3622,1
-16.5631,-46.5139,1
-21.2247,-43.7667,1
-22.8913,-43.1261,2
-14.4821,-56.8582,1
-23.4260,-54.5584,3
-9.0396,-57.7595,2
-26.8738,-53.4842,4
-11.1371,-62.8615,2
-6.7980,-48.0041,2
-10.8167,-65.3333,5
-22.2167,-54.8000,2
-6.2625,-47.5577,4
-18.3167,-53.1667,1
-14.5875,-52.3258,6
-23.7217,-55.3545,1
-12.8731,-46.5694,1
-13.5108,-60.6026,1
-7.7194,-49.0328,2
36.0285,139.4105,1
38.8786,141.5515,1
35.4472,140.1061,2
35.3192,139.9358,2
35.8199,139.9006,2
36.1440,138.5212,1
36.3472,138.4218,1
38.6235,140.3926,1
43.2167,140.9333,2
35.4157,140.2959,1
39.7361,141.9707,1
40.1064,141.8178,1
39.3035,141.1156,2
39.2586,141.8248,1
39.7263,141.2311,1
35.8690,139.5262,1
35.8892,139.7866,1
35.9127,139.6348,1
38.5479,140.8570,1
37.8853,138.9799,1
38.4427,140.3303,1
37.6590,138.9295,1
43.1033,141.3374,1
37.2640,138.8705,1
39.8787,139.9977,1
39.7568,140.0698,1
35.5630,136.2306,2
32.5131,130.4247,1
32.7989,130.7061,1
32.2067,130.4181,1
26.1870,127.6783,2
34.7209,134.8590,3
35.9766,136.1849,2
35.9833,136.4833,1
36.1289,136.1710,2
36.1126,136.5421,1
26.3479,127.8198,3
26.1424,127.6921,1
26.3309,127.8834,2
34.3884,132.5016,2
34.6620,135.5165,1
34.6811,135.4798,4
34.9359,132.9526,1
36.0179,136.5558,1
33.9049,130.9417,1
33.5571,130.4202,2
33.5599,130.4717,1
33.8201,130.8752,1
36.0678,136.2409,1
32.9206,132.7007,1
33.5617,133.5502,1
35.5667,137.5333,3
26.5953,127.9683,3
35.4982,139.9076,1
34.3198,133.8757,1
33.1929,129.6763,1
34.4742,132.4285,2
34.7048,137.7522,3
34.7752,134.7857,4
34.3431,134.8768,1
34.6605,135.1424,1
34.7933,134.2339,1
34.1333,135.2167,2
40.5145,141.1976,1
35.8928,139.9216,1
38.1725,140.9428,1
38.2273,140.8719,1
38.4089,141.1790,4
38.2840,140.9284,1
35.7020,139.9647,3
36.7425,138.3700,1
37.7727,138.9669,1
37.4419,138.8606,1
37.1820,138.7457,1
37.0461,139.9349,1
36.8667,140.1333,2
43.7579,142.3701,1
36.8123,138.2624,1
40.8171,140.7805,2
37.3336,140.3221,2
35.0446,139.9633,1
36.2671,139.4511,2
35.9854,139.6532,1
36.0493,136.1408,2
32.0197,130.9949,1
33.0962,130.0936,1
31.0952,130.6938,2
34.6644,135.4860,2
35.4556,133.0591,2
35.1868,138.9199,2
33.9832,131.0561,1
33.9476,131.2706,1
34.2131,132.2223,1
32.7961,130.6952,1
34.9304,136.5900,2
34.4949,136.7151,1
34.4666,136.7189,1
32.8099,130.7872,1
34.2504,132.5608,1
35.4119,136.7222,1
33.5391,130.4346,1
33.1212,129.8831,1
34.6677,135.6960,1
35.9762,136.4957,1
32.7302,130.6132,1
33.9167,133.0833,1
33.9690,133.3102,2
33.1462,129.7392,4
33.9333,134.4833,1
31.9376,130.4757,2
34.9257,136.5930,1
35.4128,139.6749,2
35.5853,139.6620,1
38.0107,139.9662,1
37.5833,139.9167,1
36.0964,139.7453,1
35.9476,139.5151,1
36.6667,138.2167,2
26.6948,127.9362,1
26.3749,127.7539,1
26.2603,127.7187,1
34.3993,132.4148,1
34.6423,135.5239,2
34.6323,135.0658,2
34.7139,135.2073,1
35.1771,135.0497,2
26.2281,127.6881,1
34.3557,132.4504,1
34.4587,133.3823,1
33.9687,131.9261,1
35.8482,139.5629,1
34.5588,135.6000,3
33.9277,130.9242,1
33.9964,130.9861,1
34.1687,130.9910,1
34.1990,131.4777,1
33.7011,130.9907,1
34.5585,135.6671,2
34.5867,135.8538,1
40.8149,140.3861,1
40.8313,140.7874,3
40.6775,141.3670,1
37.9151,139.0847,2
37.8767,138.9582,2
37.5764,138.8367,1
37.8991,139.1442,2
37.3556,138.8344,1
37.8925,139.0487,1
37.2167,138.9500,1
37.1333,138.6167,1
37.9400,139.3380,1
37.9084,139.0535,2
35.9176,139.7191,1
37.9148,139.0539,2
34.9700,134.0117,1
33.8078,130.9497,1
33.8451,130.7448,1
35.2617,139.7060,1
40.6635,141.3695,1
40.9697,140.6567,1
42.9631,141.2940,1
43.3425,145.7463,1
26.1797,127.6815,2
26.4522,127.9178,1
34.2169,135.3304,3
34.1667,132.2167,1
33.8386,132.7450,2
34.6231,135.5524,6
32.8353,130.7697,1
32.9746,129.8103,1
34.7421,137.7278,3
35.1756,136.9474,4
35.2200,138.8868,2
35.2296,138.6191,2
35.2642,136.2562,1
35.7068,139.8072,1
36.6333,138.2333,1
35.8752,139.8465,2
40.8003,140.4685,1
40.6763,141.3541,2
44.4753,142.3431,1
42.8333,143.6667,1
36.3104,139.2913,1
35.4820,138.8097,3
35.9958,139.9962,1
37.0333,137.8500,2
33.9518,130.9194,2
34.4299,135.5565,2
34.8488,135.6801,1
34.7068,135.4968,3
37.2321,136.8546,1
34.4805,134.1702,1
34.4880,134.1885,1
36.2001,136.1717,1
33.7706,130.4992,3
44.9741,142.2926,1
42.7578,140.8025,1
35.4048,139.6285,1
36.7693,138.3471,1
43.0000,144.4075,1
36.7512,138.3552,1
36.3022,139.1263,1
35.2703,139.6616,1
35.6980,139.7680,1
35.1540,138.6945,1
34.6506,135.6315,2
35.7008,140.0160,3
35.4560,133.3609,1
34.7698,135.1845,2
34.8876,135.0232,4
32.4877,131.5750,1
33.9601,131.9448,1
34.8485,135.5101,1
34.3623,132.3604,1
35.0280,138.4869,2
34.9518,138.4308,1
34.7591,137.7131,2
34.4571,135.3802,1
35.2820,139.5907,1
35.6213,139.5357,1
35.7682,139.5395,3
43.7277,142.0423,1
35.6980,139.9095,1
38.3667,140.3667,1
39.7046,140.0766,1
39.9151,140.0788,1
40.8229,140.7345,2
40.7358,141.2722,1
35.6735,140.1775,2
36.2974,138.9301,4
36.5743,136.6590,1
36.6110,136.6913,4
35.2028,138.6902,1
33.8411,130.7527,1
33.8497,130.6082,1
35.1135,136.9443,1
31.5631,130.5458,1
34.0826,134.5264,1
34.4812,133.3733,1
36.2566,139.4109,1
36.2440,138.8602,1
36.0250,140.3000,1
39.3000,140.4833,1
40.1392,140.3553,1
33.2453,131.6415,2
35.3931,136.7274,1
35.5721,137.2095,1
33.7375,130.9731,1
32.7758,130.7689,1
34.3149,132.7266,2
33.8440,130.7548,1
33.1985,130.4570,1
35.9582,139.6953,3
34.4844,132.4069,2
34.7533,138.7761,1
35.1566,138.6480,2
35.5094,135.3478,1
37.3633,140.3346,1
37.4483,140.6600,1
38.2084,140.3159,2
35.4821,139.6869,1
35.7516,139.5373,1
35.4924,139.6340,1
35.5939,139.5942,1
36.6533,138.2127,1
35.1392,140.2617,1
36.1588,140.4351,1
40.7016,140.4635,2
40.6164,141.2508,1
36.1500,139.8167,1
36.4660,139.8389,1
36.3735,139.8456,2
36.4054,138.8923,1
40.6859,139.9792,1
35.1914,136.9509,1
35.4564,136.7636,1
34.6609,133.9322,3
34.3974,132.5780,2
33.7325,130.6539,1
33.5853,130.6629,1
43.0332,141.3497,1
34.2239,133.6394,1
34.1215,133.6544,1
34.3351,133.8902,1
33.5472,133.4893,1
34.5626,135.4515,2
-33.9451,150.8696,1
37.9134,139.0944,2
37.9402,139.0729,3
31.6133,65.7101,1
34.4265,70.4515,1
36.4279,136.5243,1
36.4504,136.4663,1
36.7560,137.0082,2
31.3633,119.4491,1
27.1649,119.6264,1
44.1525,125.8328,1
23.8997,106.6133,4
25.2939,117.4225,1
22.6708,107.8891,1
22.6777,110.7560,1
34.4083,135.3478,2
34.5108,135.4127,1
34.7388,135.5675,2
34.9039,136.1286,1
34.6460,135.6998,1
34.6249,135.6273,1
34.9103,135.0567,1
34.9734,135.8945,1
34.9165,135.6687,2
34.8586,135.4207,1
34.5949,135.9529,1
34.0629,135.2484,1
34.2814,135.3625,1
34.2698,135.2884,1
34.5846,135.6842,1
34.6222,135.5961,2
34.6004,135.7321,1
34.5062,135.5623,4
34.7012,135.2026,1
34.8466,134.6775,1
34.6405,135.4967,1
34.3860,135.2767,1
34.8700,136.0521,1
34.6631,135.1750,1
34.2129,135.6224,6
34.5010,135.6174,1
34.9013,134.6632,1
34.3569,135.2388,1
35.0784,136.0735,2
34.3969,135.3757,1
34.6455,135.1113,1
34.7816,135.6529,1
34.8282,135.6787,4
34.6921,135.5473,3
34.5566,135.4648,4
34.6846,135.5142,1
-36.8833,174.7000,3
47.3194,110.6556,2
46.6000,94.8333,2
44.3333,111.2333,1
-38.4840,142.9749,1
-34.0832,138.7825,2
-38.3225,146.5818,2
-38.5624,146.6805,1
-34.2051,142.0874,1
-33.7998,151.0897,1
-31.6483,152.7958,1
-38.1110,147.0680,2
-34.4552,138.3524,1
-34.1697,139.0884,2
-34.8392,138.5056,1
-38.1407,146.4838,1
-38.1552,146.7839,1
-5.7000,142.7500,3
31.3962,120.9467,1
31.0642,121.7692,1
24.3461,120.9334,1
22.7725,120.4808,1
35.1667,133.5667,1
13.5259,105.9683,1
10.9908,104.7850,1
31.4001,74.3042,3
-27.3051,152.0465,2
-39.9178,144.1158,1
-32.5147,150.8046,1
-31.9923,150.0489,1
-34.7842,150.5800,1
-36.8908,149.3995,1
-37.3432,144.1439,2
-33.4976,138.6119,1
-40.9422,145.6255,1
-32.4039,151.7532,11
-33.9994,148.9308,1
-35.1944,149.1200,1
-26.4994,152.8307,1
-26.6880,151.6544,1
-28.1311,152.2106,1
-28.1937,151.9516,2
-27.2889,151.4735,2
-27.5236,152.3382,1
-25.9965,152.5723,1
-28.0994,151.9417,1
-32.1104,118.2068,1
-34.4095,149.9696,1
-30.0592,152.9755,1
-34.8557,139.5986,1
-31.3017,151.1499,1
-36.2527,142.3954,1
-36.1173,143.7251,9
-37.0528,144.2971,1
-37.0996,144.3350,1
-37.2354,145.9016,1
-36.7767,144.5040,1
-37.5160,142.0468,2
-38.3345,142.7219,1
-35.6983,137.5382,1
-35.0436,138.7239,1
16.3333,103.5833,5
17.3333,99.9500,2
16.3000,100.3167,4
16.6500,103.9000,2
16.6500,103.3000,1
15.1148,104.3294,2
15.1032,104.5734,1
17.6500,104.2167,2
17.3833,103.7167,2
34.2735,130.8893,2
-9.2000,124.3833,1
-8.4711,126.4583,1
-8.5875,125.3419,1
-9.1195,125.5918,1
14.7036,121.0690,1
10.0984,122.8705,1
14.5840,121.1020,1
10.0687,124.4494,1
14.7944,120.5318,1
14.4416,121.0430,1
11.7753,124.8861,1
10.1603,122.8615,1
8.6115,123.6938,1
14.1319,121.4356,1
14.7368,120.9606,1
34.7223,137.7220,2
35.0376,138.4841,2
35.0937,138.8674,1
35.1617,138.7138,2
35.1177,138.9085,1
35.1835,138.7136,1
35.2745,138.9264,2
34.8500,136.4000,1
35.2362,138.6421,3
34.8696,138.3184,2
34.9841,138.3698,2
34.8647,138.3219,1
34.9583,138.4017,2
35.0872,138.5462,4
35.1444,138.9270,1
35.0017,138.4090,2
34.6667,137.9833,1
35.1706,136.9476,1
35.1387,136.9040,1
34.8707,133.9072,1
23.9062,120.6097,1
23.1575,90.7138,1
22.9833,72.3833,1
25.6742,89.0538,1
27.1667,88.2000,1
-32.0167,115.9500,5
-31.9344,115.8716,1
-31.6872,115.7077,1
22.9196,120.5795,1
23.6267,119.5975,1
34.6622,135.1363,2
34.6320,135.0616,2
34.6435,135.0654,2
34.5730,135.5477,2
34.2481,135.1352,3
34.6036,135.5300,2
34.7106,135.5146,1
34.8980,135.3687,1
34.6810,135.6106,1
35.1098,135.4916,1
-36.0667,174.0333,1
-33.6647,115.0417,1
-19.5500,169.2667,1
-13.8833,167.5500,1
35.7079,139.8134,4
3.6961,98.6800,1
5.8933,95.3214,1
-0.4606,100.6107,2
0.3961,101.8572,1
-6.3539,106.8429,1
-6.0694,106.4283,1
-6.1611,106.8538,1
-6.5150,106.9958,2
-6.9333,106.8333,1
-7.0487,112.4050,1
-0.9516,122.7875,2
-8.2331,111.4555,1
-8.1393,111.9862,1
-7.3177,112.0872,1
-2.5887,115.3987,2
-5.1180,120.0624,2
1.4570,125.1895,2
1.3054,124.9126,1
-3.8445,119.8173,1
-9.8608,124.2827,1
-2.0672,105.1623,1
1.5205,99.6023,1
5.2030,96.7009,1
2.9392,98.6107,1
-4.1279,120.0297,2
-7.1678,112.7192,1
-8.0191,112.5104,1
-6.3591,106.2494,2
-6.0558,105.9922,1
-6.0150,107.3853,1
-8.8033,115.2306,2
-0.5283,101.5810,2
-0.3775,102.5458,1
-4.1289,104.1669,1
-1.7133,103.2590,1
-32.3333,-65.2000,1
-22.2667,-63.7333,3
-22.0667,-63.7167,1
-33.1444,-59.3292,30
-39.2500,-62.6167,2
-31.2667,-60.7500,2
-31.3167,-60.6500,5
-34.5000,-58.6333,45
-25.8000,-64.9667,10
-34.4111,-58.7983,12
-27.2667,-65.3500,3
-26.9333,-65.3500,3
-31.2167,-64.3667,2
-28.6500,-65.1500,8
-33.3298,-60.2674,5
-30.9167,-64.5500,1
-31.3000,-64.4667,7
-27.4833,-64.8667,9
-31.7500,-61.1000,2
-31.9667,-60.9167,12
-36.9973,-57.1395,11
-34.4233,-58.7619,29
-34.7833,-58.1833,30
-34.4143,-58.6517,1
-34.5333,-58.5500,34
-31.6833,-63.9000,11
-31.9000,-61.8667,13
-25.9667,-54.4667,2
-34.0500,-59.2000,6
-34.8769,-58.5206,6
-23.8064,-64.7876,1
-27.4333,-65.6167,11
-27.0333,-65.3000,2
-33.2667,-60.9667,2
-32.2333,-60.9833,2
-29.2000,-58.0833,7
-34.4833,-58.5000,25
-34.2333,-63.4333,10
-24.9167,-65.6500,2
-26.0833,-65.9667,3
-24.6667,-65.0500,10
-24.9000,-65.4833,4
-31.6833,-65.0167,4
-27.0500,-65.4000,3
-28.1000,-65.3167,1
-31.2000,-60.1667,1
-25.7833,-54.0500,2
-26.9333,-60.0500,4
-33.2000,-62.6000,9
-28.3500,-59.2833,14
-31.6167,-58.5000,6
-26.7444,-65.3417,3
-33.4333,-63.3000,2
-32.1667,-59.3833,1
-34.5000,-58.5667,33
-34.4833,-58.5167,7
-30.3167,-61.2333,5
-27.2833,-60.4167,2
-32.3500,-58.4333,1
-28.4667,-59.3667,6
-34.5999,-58.5661,114
-22.7167,-65.7000,1
-32.3500,-65.0333,4
-25.4833,-64.9500,6
-31.6667,-63.9167,10
-31.5287,-63.8017,1
-30.8500,-64.5167,9
-32.6167,-62.7000,28
-32.6500,-62.3000,3
-32.3500,-60.0333,1
-28.5500,-56.0500,6
-36.5333,-56.6833,9
-27.1667,-65.5000,12
-33.1500,-60.5167,11
-34.5509,-58.5088,13
-31.1000,-60.0833,1
-32.6184,-60.1548,23
-34.5500,-58.7000,19
-33.7500,-60.4500,1
-29.6833,-60.2500,1
-29.9000,-60.3000,5
-33.7465,-63.0976,2
-30.8667,-62.9833,2
-31.2000,-62.9833,1
-34.8333,-64.5833,1
-31.8667,-63.1333,1
-48.7667,-70.2500,1
-31.4167,-63.1833,3
-31.6667,-63.0667,4
-31.7500,-62.9000,1
-32.0667,-62.8000,1
10.3286,-66.8875,53
9.7269,-63.2142,129
10.3667,-66.9333,24
10.0167,-64.3667,117
10.3967,-63.4500,7
10.1286,-66.9006,37
-43.2833,-65.4833,4
-37.6833,-61.7167,3
-33.1561,-68.8288,51
-31.5667,-68.5333,3
-33.3667,-69.1333,5
-33.1500,-68.4833,8
-33.2833,-69.1833,1
-32.9833,-68.6833,1
-33.2444,-68.3833,1
-31.8472,-68.2028,3
-31.5250,-68.6167,5
-34.8333,-67.9000,4
-33.0667,-68.8333,3
-32.9000,-68.7833,27
-33.0500,-68.5667,5
-32.8500,-68.8167,16
-32.9500,-68.8167,1
-43.3000,-65.1000,19
-45.8667,-68.4167,1
-45.9333,-67.5333,15
-34.7833,-58.4333,18
-34.9333,-58.6167,17
-34.6750,-58.6792,4
-34.8133,-58.4753,2
-34.7833,-58.3833,6
-34.8667,-58.0911,1
-34.8771,-58.0095,2
-34.8833,-57.9833,1
-30.9500,-62.3500,3
-36.8667,-57.8667,5
-38.5333,-58.7000,7
-34.6528,-58.4236,1
-34.6226,-58.4410,4
-34.6813,-58.3225,58
-31.3145,-60.7563,8
-31.3333,-64.6000,2
-31.4833,-64.5167,1
-31.7333,-61.1000,6
-34.7667,-61.8833,1
-34.7000,-58.6833,33
-32.0333,-60.3167,5
-34.6667,-58.3333,12
-31.4500,-60.9333,21
-31.1000,-60.7500,1
-31.2333,-64.0833,1
-38.3500,-68.7833,11
-34.1667,-59.8000,8
6.3142,-73.9497,2
7.8379,-72.5037,9
7.0062,-73.9097,2
7.1132,-73.2178,3
6.6357,-73.2228,3
6.3126,-75.5812,2
5.1064,-75.9432,1
10.1667,-67.0667,23
10.3000,-67.2333,6
-1.9500,-79.7333,18
-3.3333,-79.8167,2
-0.9333,-91.0167,1
0.2667,-78.1000,1
-0.9167,-77.8000,3
-2.2333,-80.9000,4
-0.0500,-78.4500,2
-1.8667,-79.9333,18
-1.3333,-80.5833,3
-2.4000,-79.3333,4
-0.9833,-77.8167,3
-1.4667,-77.9833,12
-26.6694,-57.1458,14
-27.4000,-56.9000,15
-22.1333,-56.5167,3
-26.8667,-56.8500,1
12.4362,-69.9071,7
12.5333,-70.0000,6
6.0000,-58.2833,1
8.2000,-59.7833,1
6.2500,-57.5167,3
5.8667,-60.6167,1
-38.0085,-57.7097,1
-38.2667,-57.8500,19
-32.7500,-70.6500,38
-32.7500,-70.7333,65
-35.2833,-72.2333,11
-30.8167,-70.6167,3
-34.8000,-58.2000,17
-34.4533,-58.5371,4
-34.8167,-58.4000,35
-34.8381,-58.5172,49
-34.7675,-58.6428,30
-34.4667,-58.5333,21
-34.8000,-58.3667,17
-34.8000,-58.3333,27
-34.5221,-58.5399,2
-34.4544,-58.5563,1
-34.7167,-58.3333,18
-34.7000,-58.5333,23
-34.8000,-58.4500,20
-33.7833,-58.6000,1
-34.6865,-58.3706,15
-34.6000,-58.4500,2
5.6819,-67.6408,2
0.4939,-69.6669,5
1.2578,-70.2347,4
3.3223,-76.2348,4
2.5729,-72.6459,11
4.7012,-74.2011,2
10.4333,-75.4333,1
1.9714,-75.9312,1
6.1890,-67.4859,7
4.9075,-73.9384,7
4.5295,-75.6409,11
4.3365,-74.3638,44
4.6984,-74.1282,2
4.3008,-74.8075,22
3.5572,-76.3128,3
5.7698,-72.9410,1
1.2333,-77.2833,6
3.0095,-76.4849,35
6.0573,-75.1852,1
2.3302,-72.6276,1
4.9825,-75.6036,4
3.0669,-75.1378,1
7.6110,-72.6477,1
-4.5772,-81.2719,1
-13.5500,-72.6667,4
-9.9167,-76.2333,9
-13.9667,-72.5000,1
-7.0667,-76.5333,9
-14.1208,-75.7436,8
-13.7167,-75.8333,4
-12.1167,-77.0333,6
-9.5333,-77.5333,8
-12.1000,-77.0167,9
-13.7000,-76.2167,6
-15.5000,-70.1333,12
-14.0581,-75.7153,1
-13.4500,-76.1333,4
-14.0681,-75.7256,20
-14.8736,-75.5631,2
-17.3397,-71.0047,12
-9.4667,-78.3167,4
-15.8333,-70.0333,13
-6.2167,-77.8500,3
-12.6000,-69.1833,3
-9.5000,-77.7500,1
-12.7667,-74.9833,7
-12.0333,-76.9667,7
-12.0667,-75.2333,9
-16.2667,-71.4500,10
-17.5167,-71.2333,1
-12.0833,-77.1333,6
-10.0000,-75.2500,2
-9.0833,-78.6000,16
-8.3931,-74.5733,2
-7.1667,-79.5500,1
-11.8167,-71.8000,1
-6.5014,-76.3656,3
-9.0667,-77.8167,2
-12.0667,-77.0167,5
-22.4667,-68.9333,93
-34.4333,-71.0833,6
-32.7275,-71.4122,8
-35.1333,-71.3500,12
-34.0333,-70.6667,4
-29.7167,-57.0833,11
-24.7319,-65.4838,2
-31.3567,-63.0167,1
-33.1144,-61.7032,4
-32.8167,-65.8167,11
-33.0500,-65.6167,1
-31.6667,-64.4333,27
-34.6006,-58.5123,2
-23.6333,-64.4667,1
-26.7000,-60.7333,1
-30.9333,-61.5667,17
-23.2090,-64.0960,3
-32.8978,-60.9092,9
-32.0283,-61.2222,16
-31.2667,-64.4667,4
-27.4257,-57.3376,2
-30.2500,-57.6500,6
-41.0735,-71.1646,4
-32.8667,-60.7000,21
-26.0167,-54.6500,6
-24.9821,-65.5789,4
-31.4667,-64.3667,6
-31.7167,-65.0000,8
-32.9333,-62.2333,4
-25.4188,-65.5826,1
-24.2333,-64.8667,21
-23.9333,-64.7833,4
-30.0167,-59.5333,5
-31.7833,-60.4333,1
-32.3221,-61.6310,2
-22.1833,-63.9500,1
-32.8799,-61.0251,1
-32.6667,-60.8000,1
-22.5959,-63.8125,1
-29.2667,-65.0667,2
-31.7667,-63.8000,5
